Unnamed: 0.1,Unnamed: 0,originp,responp,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,Label,traffic_category_Background,traffic_category_Benign,traffic_category_Bruteforce,traffic_category_Bruteforce-XML,traffic_category_Probing,traffic_category_XMRIGCC CryptoMiner
502617.22,324942.06,58565.52,102.819824,0.8278093,70.21888,31.285534,3.8928668,3.8473215,36.413334,48.789474,316.08,0.9521892,745.8481,7.9148364,7.739954,876.77484,7.87971,7.8884306,0.022847503,0.034840226,0.25561213,0.6559582,7.290556,63.317802,0.008381367,0.0005503595,1.168251e-05,0.00024050474,35.80566,271.30908,71.166504,41.469288,3.110967,65.67375,155.71007,114113.375,52.156532,14.177084,29.383064,34.25038,10971.868,34.915207,53.642628,7241.532,132441.27,3602033.0,118406.14,158029.48,37347.75,382894.0,3110.0764,198751.31,102795.22,4589.953,1241506.1,16345216.0,80518.7,6552.0127,320256.1,0.6341011,35.630512,146.81572,18052.893,77.98306,199.79161,0.021594524,0.22394478,604.76904,1035335.44,3006832.5,1909136.9,66130.46,7367742.0,1645262.2,38401.977,594721.4,696934.6,206269.9,12.099515,71.278206,2.4999619,46.602806,1.4901161e-07,0.0001912415,0.9999196,0.00029349327,0.000103235245,0.0009931624,0.0040308833
217034.27,33875.258,30388.066,86.02068,6.858843,42.135216,2523.1316,1.9126223,330.77225,1767.04,266.33554,533.22,1.0371691,46179.29,7.8110313,8.212763,1435.9409,8.022904,7.4985676,0.0014197826,0.012436181,0.013798177,2.61806,10.821919,171.96826,0.001075983,6.368756e-05,0.0043463707,0.0005079508,37.45845,66.9706,13975.927,20.988808,2.2288303,125.59948,84.01734,13485.603,181.27823,83.891815,40.122593,21.90827,60039.832,53.761547,212.74376,94540.44,53957.55,1665985.6,135613.47,34807.773,35544.027,662018.7,36618560.0,219034.61,282635.75,182657.16,134317.58,9001713.0,198982.08,335016.94,12997.88,44.063885,4.486714,88.459816,6558.572,11.48086,11844.61,0.028857604,8.777509,2032.0239,7355.5835,676039.0,504503.34,18153790.0,1892348.5,859342.0,2859.1514,301211.6,543039.0,1900629.8,120946.76,109.595985,11.204907,84.028015,0.0025140345,0.004906684,0.9922993,7.843971e-05,0.00010409951,0.00028422475,0.00011062622
409738.2,232376.45,57088.76,37.027245,1.0574396,112.422165,33.379677,0.51988924,15.856809,29.006666,26.210526,289.43332,0.9815247,1465.7859,7.935354,7.850073,1151.3708,7.633755,7.8074117,0.014246553,0.015144408,0.07484913,0.091772884,4.1067796,94.77232,0.005779743,0.00012767315,3.540516e-05,0.00015503168,41.809612,56.13224,631.51636,61.47795,1.6656381,57.16316,123.41141,355422.03,124.19875,18.838966,32.02772,92.704834,34286.484,75.221375,22.326326,21575.498,212006.1,1032558.56,91440.07,44175.39,46427.45,227338.3,98485.76,55358.06,32318.969,30856.314,622044.1,5277349.0,87705.24,9729.955,44200.6,0.51799804,1.267301,177.82501,19829.506,139.65315,425.75137,0.020306215,0.18591642,851.7164,410441.56,226205.45,9257351.0,252391.39,1303435.2,3060858.8,46720.32,238167.31,410906.44,412119.88,84.69661,73.14537,3.4276822,125.253944,9.23872e-07,0.0006534755,0.99946225,0.00033801794,9.1433525e-05,0.00049453974,0.0006875694
503912.03,325516.8,54351.57,781.86224,4.731005,124.499695,12.360318,17.686838,27.876036,85.7,15.019737,378.0,0.6864048,3528.9905,8.018731,7.321422,9716.211,5.808696,6.5263634,0.09464577,0.023452103,0.55869997,1.9328854,81.633194,3441.6038,0.050932765,0.015596539,0.00028288364,0.0008511543,61.70583,180.69043,873.8625,35.721302,4.086339,84.09107,167.99387,388790.0,12.510428,16.51548,51.564693,81.845955,94316.695,23.21766,60.045876,26910.902,168073.44,11312529.0,145426.42,436824.1,65847.984,885264.8,18142.113,1236532.9,274722.6,7583.932,1332838.1,23433690.0,128607.65,7762.024,229591.8,1.475848,90.86967,676.61774,17580.305,899.96405,1152.2285,0.16473293,2.8079014,5367.325,3085000.2,3713882.2,10511963.0,492652.34,13664353.0,6113127.5,197138.48,921969.1,23313370.0,341186.1,60.497578,73.073105,1.3730259,172.25519,1.2218952e-06,0.00021055341,0.9999447,0.0023727417,0.00047791004,0.0030264258,0.010781139
235340.45,141816.5,30167.451,25.707397,0.16017099,0.4570402,383.4913,0.37946144,57.836445,364.44,149.08882,673.12,0.97674394,1131.9124,7.514774,7.8282166,163.01218,8.186781,7.59632,0.004647374,0.0093070865,0.005913973,0.04570973,0.2073836,19.58122,0.00010967255,1.2814999e-06,0.00024008751,0.00011873245,26.647606,7.332344,1266.142,16.331635,0.8029405,75.93848,44.566902,24.02994,34.433712,14.601705,27.339046,0.24104929,4848.5938,27.147232,215.77457,14123.473,482.48184,37321.395,18653.064,196.12823,1141.378,202410.06,657262.8,14146.245,34196.92,23712.312,25196.271,485696.5,48025.69,53679.3,1840.98,4.208176,0.0801309,0.56586295,52.865868,5.126303,1116.9224,0.0005708039,0.31281847,9207.608,10742.573,4770.879,2848.5132,1081565.6,49043.496,4051.971,30047.895,14760.369,23317.516,236970.05,1016.3593,76.29766,4.3905582,49.450417,0.00163728,0.5790092,0.49819255,5.9604645e-07,0.00024411082,6.4074993e-06,9.834766e-07
381647.75,203830.11,58532.355,42.785778,1.0610679,89.998024,32.756306,0.4395438,20.999557,32.986668,44.644737,390.38666,0.96775997,1259.9836,7.819582,7.8928757,1023.26764,7.6935196,7.6659517,0.013244301,0.016594827,0.060916543,0.06055361,3.2042227,83.54134,0.0034297705,6.7323446e-05,3.9339066e-05,0.00013333559,39.97942,33.274155,690.93695,51.692936,1.5232651,48.768757,89.01911,251708.81,118.70778,17.300312,31.53083,85.97489,35575.598,70.391785,14.922906,19546.582,182833.81,707033.06,71202.72,25749.31,41803.277,182002.88,203191.66,36299.246,22126.53,31694.627,437914.78,4043669.5,72811.1,9035.195,26001.86,0.42924625,0.5923522,143.49255,15744.417,93.185455,481.41058,0.017689586,0.1449303,1076.4889,255096.2,98844.93,8399949.0,325174.03,729782.9,2898131.5,48051.613,167653.48,300018.7,340810.84,102.84588,76.9207,2.4765248,119.521614,1.3113022e-06,0.0010437369,0.99904513,0.00024244189,8.293986e-05,0.0002989471,0.0003260672
461671.03,286175.06,56012.457,40.214066,1.0481092,87.946205,31.52904,1.2082448,9.740055,31.306667,25.822369,238.65334,0.98107517,1139.3154,7.85558,7.89466,1047.5792,7.6148653,7.8487372,0.019327551,0.018915772,0.121141374,0.18590194,4.743535,101.935234,0.008548021,0.00023913383,2.3245811e-05,0.00019538403,40.84866,120.9811,295.37555,58.02053,2.1881523,55.02895,155.83253,240275.38,110.22963,16.690815,32.77218,62.031315,24117.906,57.29281,33.743065,20660.44,204152.36,1637476.2,127017.336,76094.43,43362.59,288345.44,23843.92,100147.984,55384.473,21986.803,964963.56,8321116.0,112189.46,9148.219,85875.8,0.65363765,4.5686936,155.51971,19478.67,148.76576,326.89398,0.02061829,0.22732508,810.3905,662721.0,604229.06,4894378.5,150260.92,2918609.8,2193412.8,48364.332,436351.2,593819.4,374834.75,36.298546,67.901306,3.1112807,85.25065,5.364418e-07,0.00041103363,0.9997454,0.00034841895,0.000107795,0.00070798397,0.0014999807
81704.8,58596.477,39040.184,8.947307,0.0031101163,0.0,7.7337217,3.4509668,2.2304726,201.48666,1412.4342,1817.9066,0.9978826,100.31009,7.7203913,8.240999,3.1168675,8.117352,7.883295,0.0060094893,0.008010894,0.002642274,0.008246601,0.093468666,0.038928866,0.00010204315,2.9802322e-08,0.000119924545,0.00027650595,41.77882,2.8622818,46.63824,39.04785,0.7475032,109.52272,327.1097,0.0,42.299206,0.004174642,36.100433,0.0,3136.1936,37.988197,41.329666,11229.199,0.0,0.0,16508.549,0.0,0.0,437.8076,481543.5,378.83,499.77786,5653.121,6495.635,13995.523,16668.182,229509.92,2010.56,3.7515786,0.0,0.0,0.0,2.0152183,25.337399,1.0669231e-05,0.29450852,16871.04,39047.316,0.0,0.0,3913.045,521.7393,0.0,57299.18,276.9803,2072.668,27528.268,36.298546,98.69381,4.1932955,69.43058,4.61936e-05,0.9999711,7.352233e-05,0.0,0.0003823936,0.0,0.0
482158.38,307048.6,56185.65,45.101692,0.98176,86.71122,33.740067,1.8865867,6.4576564,31.9,25.868422,223.26,0.9767534,1020.12775,7.8419933,7.8089905,969.3458,7.575679,7.9844427,0.021733493,0.021355987,0.17520636,0.35766685,6.478547,88.29067,0.010699987,0.00038814545,1.7523766e-05,0.00023275614,40.47859,214.0892,186.03476,56.594822,2.662249,64.224434,188.95932,216086.83,95.977356,17.133326,31.71781,56.555218,19461.717,53.38312,48.364204,19529.041,216330.56,2688177.2,177211.64,130036.34,43140.18,358618.03,10366.922,155752.89,87396.76,16636.746,1424080.8,12755623.0,139727.8,9407.507,165968.8,0.7401567,12.451725,173.14377,22379.885,144.79416,280.7882,0.022240013,0.26760697,658.1903,911704.6,1415552.6,3728070.8,106043.516,5359567.0,2002484.0,47712.09,677225.75,725951.94,391399.97,24.19903,64.50292,3.2304194,65.11424,3.2782555e-07,0.00027352571,0.999856,0.00039106607,0.00011253357,0.0009876788,0.0028637648
320851.44,142285.25,59908.605,43.156796,0.78530437,97.475975,41.73677,0.24951857,27.174753,36.586666,50.99013,451.17334,0.9800234,1421.3682,7.8089123,7.852253,878.95667,7.7454615,7.7654653,0.010166913,0.015038848,0.037568808,0.039230257,2.1789882,52.573433,0.0018626451,2.861023e-05,4.553795e-05,0.000103235245,36.708218,17.111893,1027.2505,46.95857,1.1740823,58.92022,72.944626,209526.66,123.294365,19.41626,29.157204,97.33726,32295.1,75.25197,13.129957,13009.616,131681.8,443191.56,38095.26,14048.1,40666.79,150695.16,443185.9,21886.598,14001.353,26542.54,239319.9,2486019.5,41384.32,10165.426,15364.68,0.40468597,0.24963856,125.19975,13355.841,60.12558,509.65555,0.013915345,0.103521645,1065.4014,140736.83,46721.707,8996554.0,418304.5,350347.94,2990516.5,35033.54,82942.195,150268.42,293205.97,205.69176,83.41474,2.835894,136.72057,2.413988e-06,0.0018909574,0.9977604,0.00016069412,7.605553e-05,0.00018945336,0.00013548136
339072.4,161875.06,48193.223,56.53089,0.9366633,99.002686,37.90887,0.36968333,26.424768,36.193333,40.200657,380.85333,0.9707576,1498.3589,7.806329,7.9048867,1006.7482,7.749274,7.8290567,0.012086928,0.01657632,0.0440073,0.04488507,2.6258852,62.831192,0.0022176504,4.36306e-05,7.426739e-05,0.00011461973,39.95747,21.159668,1044.6967,45.49304,1.2305995,56.143772,73.5628,235603.95,91.530914,19.04233,32.68317,88.87915,37143.69,65.53374,11.871916,11334.445,133593.86,561894.3,36041.105,18459.322,36626.75,164159.97,318264.5,28219.168,17488.44,20950.52,234235.97,2785627.5,36366.395,10547.71,19150.34,0.42366436,0.43578878,135.75566,12215.22,71.84179,562.8225,0.01564376,0.1264795,1177.2837,157477.9,73345.41,8072686.5,411652.3,454956.7,3073987.2,35971.7,85819.22,220220.97,301631.53,199.642,83.18233,2.9901888,143.98218,2.413988e-06,0.0014047027,0.9985349,0.00019678473,7.799268e-05,0.00023409724,0.00021362305
446203.5,269356.22,57181.977,495.01337,2.4538817,127.48504,16.73367,6.607648,37.859592,56.086666,67.7796,584.13336,0.94952595,1593.857,7.749153,7.806251,3324.451,7.8671145,8.26841,0.070972145,0.03855881,0.31175554,0.45674387,17.662657,777.643,0.007661104,0.00094634295,7.712841e-05,0.00029951334,38.60015,78.59173,808.74164,41.322403,3.8185122,59.101913,111.28507,229163.92,22.736717,16.323446,35.42848,140.52785,39135.08,40.821037,28.234026,14281.343,183003.58,2233063.5,70946.7,119322.42,62458.066,300130.5,53389.645,322482.1,89240.64,8654.433,789510.0,7856672.0,57694.08,7649.001,95827.34,1.0800929,6.908516,270.96603,21079.062,223.0567,726.8926,0.060937315,0.65986246,3384.6907,796102.25,656324.9,8795576.0,354913.16,3233870.8,6521566.0,97041.38,329508.25,2412585.5,302373.12,90.74637,75.07503,1.6855211,45.927032,1.7285347e-06,0.0004944205,0.99973327,0.00063562393,0.00029990077,0.0012721717,0.002077669
476893.3,302121.6,56962.61,81.74035,0.81536883,86.0208,26.649197,1.97565,6.740118,28.953333,34.200657,299.13333,0.9655536,907.6028,7.8911386,7.8112793,1039.4753,7.656722,8.137626,0.022043735,0.027760863,0.16649604,0.27520084,5.044387,77.468445,0.0069776773,0.00029969215,1.50203705e-05,0.00018280745,38.88532,142.40135,158.22455,52.673084,2.4255607,61.18309,154.76726,178970.19,67.143875,15.171841,31.406105,55.27027,15666.538,47.46261,38.072285,8723.752,139499.8,1814234.5,79747.65,89690.44,37601.93,264954.0,9330.2295,117872.336,54755.965,7268.6475,851678.6,8942103.0,58185.027,7097.1826,145282.48,0.62740284,9.872743,151.0957,16873.824,101.70968,243.82054,0.020284876,0.1885925,667.26184,693260.9,1109503.5,3432775.0,90782.64,3437088.2,2129553.8,38348.367,341525.62,521794.16,234655.92,24.19903,73.727394,3.1054213,66.98921,2.9802322e-07,0.00031256676,0.9998294,0.0003132224,0.00010150671,0.0007997751,0.0020218194
28671.693,14866.488,13090.309,209.37323,0.0010367054,0.0,0.0,0.50304264,0.009740055,1.78,8.378289,14.58,0.7465621,75.51018,7.750149,7.6527643,0.0,9.138048,10.209959,4.4703484e-07,0.007096499,3.2782555e-05,0.11886886,0.043813437,0.0,6.1273575e-05,0.0,2.6226044e-06,6.1392784e-06,76.172325,0.6746292,0.17273423,43.69637,1.1362841,90.3907,209.87035,0.0,5.093409,0.0,49.99808,0.0,2900.498,100.868675,0.009587962,1248.3384,0.0,0.0,42275.86,0.0,0.0,0.0,7775.191,0.0,3.786196,1757.2823,35.73939,3110.1162,141.56209,1693909.6,6222.0,0.08596089,0.0,0.0,0.0,0.0,0.0,0.0005014539,0.00084507465,0.0,57.020027,0.0,0.0,0.0,0.0,0.0,65974.914,8.934848,0.0,71.47878,0.0,248.29114,2.32223,2.1191082,0.0,1.0,2.9802322e-08,0.0,0.0,0.0,0.0
